"","Home","Away","Bet","Outcome","Line","Odds","NA","NA","Matchup"
"1","KC Chiefs","TEN Titans","Race to 15 Points","TEN Titans","+370",NA,NA,NA,"KC Chiefs - TEN Titans"
"2","KC Chiefs","TEN Titans","Race to 15 Points","Neither","+2500",NA,NA,NA,"KC Chiefs - TEN Titans"
"3","KC Chiefs","TEN Titans","Race to 15 Points","KC Chiefs","-425",NA,NA,NA,"KC Chiefs - TEN Titans"
"4","KC Chiefs","TEN Titans","Total Points Odd/Even","Odd","-115",NA,NA,NA,"KC Chiefs - TEN Titans"
"5","KC Chiefs","TEN Titans","Total Points Odd/Even","Even","-105",NA,NA,NA,"KC Chiefs - TEN Titans"
"6","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Derrick Henry to score 1st / TEN Titans to win","+2200",NA,NA,NA,"KC Chiefs - TEN Titans"
"7","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Robert Woods to score 1st / TEN Titans to win","+4500",NA,NA,NA,"KC Chiefs - TEN Titans"
"8","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Malik Willis to score 1st / TEN Titans to win","+5000",NA,NA,NA,"KC Chiefs - TEN Titans"
"9","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Austin Hooper to score 1st / TEN Titans to win","+5500",NA,NA,NA,"KC Chiefs - TEN Titans"
"10","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Dontrell Hilliard to score 1st / TEN Titans to win","+6000",NA,NA,NA,"KC Chiefs - TEN Titans"
"11","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Chris Conley to score 1st / TEN Titans to win","+6000",NA,NA,NA,"KC Chiefs - TEN Titans"
"12","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Ryan Tannehill to score 1st / TEN Titans to win","+6000",NA,NA,NA,"KC Chiefs - TEN Titans"
"13","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Nick Westbrook-Ikhine to score 1st / TEN Titans to win","+6000",NA,NA,NA,"KC Chiefs - TEN Titans"
"14","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","TEN Titans D/ST to score 1st / TEN Titans to win","+6500",NA,NA,NA,"KC Chiefs - TEN Titans"
"15","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Geoff Swaim to score 1st / TEN Titans to win","+6500",NA,NA,NA,"KC Chiefs - TEN Titans"
"16","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Cody Hollister to score 1st / TEN Titans to win","+7000",NA,NA,NA,"KC Chiefs - TEN Titans"
"17","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Chigoziem Okonkwo to score 1st / TEN Titans to win","+7000",NA,NA,NA,"KC Chiefs - TEN Titans"
"18","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Kevin Rader to score 1st / TEN Titans to win","+9000",NA,NA,NA,"KC Chiefs - TEN Titans"
"19","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Hassan Haskins to score 1st / TEN Titans to win","+9000",NA,NA,NA,"KC Chiefs - TEN Titans"
"20","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Travis Kelce to score 1st / KC Chiefs to win","+500",NA,NA,NA,"KC Chiefs - TEN Titans"
"21","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Clyde Edwards-Helaire to score 1st / KC Chiefs to win","+950",NA,NA,NA,"KC Chiefs - TEN Titans"
"22","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","JuJu Smith-Schuster to score 1st / KC Chiefs to win","+950",NA,NA,NA,"KC Chiefs - TEN Titans"
"23","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Isiah Pacheco to score 1st / KC Chiefs to win","+1300",NA,NA,NA,"KC Chiefs - TEN Titans"
"24","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Jerick McKinnon to score 1st / KC Chiefs to win","+1500",NA,NA,NA,"KC Chiefs - TEN Titans"
"25","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Marquez Valdes-Scantling to score 1st / KC Chiefs to win","+1600",NA,NA,NA,"KC Chiefs - TEN Titans"
"26","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Mecole Hardman to score 1st / KC Chiefs to win","+1700",NA,NA,NA,"KC Chiefs - TEN Titans"
"27","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Kadarius Toney to score 1st / KC Chiefs to win","+2000",NA,NA,NA,"KC Chiefs - TEN Titans"
"28","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Patrick Mahomes to score 1st / KC Chiefs to win","+2000",NA,NA,NA,"KC Chiefs - TEN Titans"
"29","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Noah Gray to score 1st / KC Chiefs to win","+2200",NA,NA,NA,"KC Chiefs - TEN Titans"
"30","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","KC Chiefs D/ST to score 1st / KC Chiefs to win","+2500",NA,NA,NA,"KC Chiefs - TEN Titans"
"31","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Jody Fortson to score 1st / KC Chiefs to win","+2500",NA,NA,NA,"KC Chiefs - TEN Titans"
"32","KC Chiefs","TEN Titans","1st Touchdown Scorer / Moneyline","Skyy Moore to score 1st / KC Chiefs to win","+3000",NA,NA,NA,"KC Chiefs - TEN Titans"
