"","Home","Away","Bet","Outcome","Line","Odds","NA","NA","Matchup"
"1","SF 49ers","DAL Cowboys","Both Teams to Score 20+ Points","Yes","+110",NA,NA,NA,"SF 49ers - DAL Cowboys"
"2","SF 49ers","DAL Cowboys","Both Teams to Score 20+ Points","No","-145",NA,NA,NA,"SF 49ers - DAL Cowboys"
"3","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 27:24 DAL Cowboys","+4500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"4","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 20:17 DAL Cowboys","+5000",NA,NA,NA,"SF 49ers - DAL Cowboys"
"5","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 20:23 DAL Cowboys","+5500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"6","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 31:24 DAL Cowboys","+5500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"7","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 23:20 DAL Cowboys","+5500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"8","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 24:27 DAL Cowboys","+5500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"9","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 27:17 DAL Cowboys","+5500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"10","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 17:20 DAL Cowboys","+5500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"11","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 24:17 DAL Cowboys","+5500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"12","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 27:20 DAL Cowboys","+6000",NA,NA,NA,"SF 49ers - DAL Cowboys"
"13","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 30:27 DAL Cowboys","+6500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"14","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 34:24 DAL Cowboys","+6500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"15","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 20:13 DAL Cowboys","+6500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"16","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 27:30 DAL Cowboys","+6500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"17","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 20:27 DAL Cowboys","+6500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"18","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 24:20 DAL Cowboys","+6500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"19","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 17:24 DAL Cowboys","+6500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"20","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 24:21 DAL Cowboys","+6500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"21","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 23:17 DAL Cowboys","+6500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"22","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 17:27 DAL Cowboys","+7000",NA,NA,NA,"SF 49ers - DAL Cowboys"
"23","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 31:17 DAL Cowboys","+7000",NA,NA,NA,"SF 49ers - DAL Cowboys"
"24","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 13:20 DAL Cowboys","+7000",NA,NA,NA,"SF 49ers - DAL Cowboys"
"25","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 17:10 DAL Cowboys","+7000",NA,NA,NA,"SF 49ers - DAL Cowboys"
"26","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 20:14 DAL Cowboys","+7000",NA,NA,NA,"SF 49ers - DAL Cowboys"
"27","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 34:31 DAL Cowboys","+7000",NA,NA,NA,"SF 49ers - DAL Cowboys"
"28","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 23:26 DAL Cowboys","+7000",NA,NA,NA,"SF 49ers - DAL Cowboys"
"29","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 13:16 DAL Cowboys","+7000",NA,NA,NA,"SF 49ers - DAL Cowboys"
"30","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 30:24 DAL Cowboys","+7000",NA,NA,NA,"SF 49ers - DAL Cowboys"
"31","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 17:23 DAL Cowboys","+7000",NA,NA,NA,"SF 49ers - DAL Cowboys"
"32","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 31:34 DAL Cowboys","+7000",NA,NA,NA,"SF 49ers - DAL Cowboys"
"33","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 34:27 DAL Cowboys","+7000",NA,NA,NA,"SF 49ers - DAL Cowboys"
"34","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 30:20 DAL Cowboys","+7000",NA,NA,NA,"SF 49ers - DAL Cowboys"
"35","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 27:13 DAL Cowboys","+7000",NA,NA,NA,"SF 49ers - DAL Cowboys"
"36","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 24:30 DAL Cowboys","+7000",NA,NA,NA,"SF 49ers - DAL Cowboys"
"37","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 23:16 DAL Cowboys","+7500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"38","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 16:20 DAL Cowboys","+7500",NA,NA,NA,"SF 49ers - DAL Cowboys"
"39","SF 49ers","DAL Cowboys","Correct Score","SF 49ers 20:16 DAL Cowboys","+7500",NA,NA,NA,"SF 49ers - DAL Cowboys"
