"","Home","Away","Bet","Outcome","Line","Odds","NA","NA","Matchup"
"1","DEN Broncos","LV Raiders","Total Field Goals Made","Over","3.5","-105",NA,NA,"DEN Broncos - LV Raiders"
"2","DEN Broncos","LV Raiders","Total Field Goals Made","Under","3.5","-125",NA,NA,"DEN Broncos - LV Raiders"
"3","DEN Broncos","LV Raiders","Latavius Murray Rushing Attempts","Over","9.5","-135",NA,NA,"DEN Broncos - LV Raiders"
"4","DEN Broncos","LV Raiders","Latavius Murray Rushing Attempts","Under","9.5","+100",NA,NA,"DEN Broncos - LV Raiders"
"5","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 20:17 LV Raiders",NA,"+4500",NA,NA,"DEN Broncos - LV Raiders"
"6","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 23:20 LV Raiders",NA,"+5000",NA,NA,"DEN Broncos - LV Raiders"
"7","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 27:24 LV Raiders",NA,"+5500",NA,NA,"DEN Broncos - LV Raiders"
"8","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 17:20 LV Raiders",NA,"+5500",NA,NA,"DEN Broncos - LV Raiders"
"9","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 20:23 LV Raiders",NA,"+6000",NA,NA,"DEN Broncos - LV Raiders"
"10","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 24:27 LV Raiders",NA,"+6000",NA,NA,"DEN Broncos - LV Raiders"
"11","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 20:13 LV Raiders",NA,"+6000",NA,NA,"DEN Broncos - LV Raiders"
"12","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 24:17 LV Raiders",NA,"+6000",NA,NA,"DEN Broncos - LV Raiders"
"13","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 20:27 LV Raiders",NA,"+6500",NA,NA,"DEN Broncos - LV Raiders"
"14","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 27:20 LV Raiders",NA,"+6500",NA,NA,"DEN Broncos - LV Raiders"
"15","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 13:20 LV Raiders",NA,"+6500",NA,NA,"DEN Broncos - LV Raiders"
"16","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 23:16 LV Raiders",NA,"+6500",NA,NA,"DEN Broncos - LV Raiders"
"17","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 13:16 LV Raiders",NA,"+6500",NA,NA,"DEN Broncos - LV Raiders"
"18","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 31:17 LV Raiders",NA,"+6500",NA,NA,"DEN Broncos - LV Raiders"
"19","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 17:24 LV Raiders",NA,"+6500",NA,NA,"DEN Broncos - LV Raiders"
"20","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 17:27 LV Raiders",NA,"+6500",NA,NA,"DEN Broncos - LV Raiders"
"21","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 16:13 LV Raiders",NA,"+6500",NA,NA,"DEN Broncos - LV Raiders"
"22","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 10:17 LV Raiders",NA,"+7000",NA,NA,"DEN Broncos - LV Raiders"
"23","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 30:27 LV Raiders",NA,"+7000",NA,NA,"DEN Broncos - LV Raiders"
"24","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 27:13 LV Raiders",NA,"+7000",NA,NA,"DEN Broncos - LV Raiders"
"25","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 24:21 LV Raiders",NA,"+7000",NA,NA,"DEN Broncos - LV Raiders"
"26","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 27:17 LV Raiders",NA,"+7000",NA,NA,"DEN Broncos - LV Raiders"
"27","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 27:10 LV Raiders",NA,"+7000",NA,NA,"DEN Broncos - LV Raiders"
"28","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 23:13 LV Raiders",NA,"+7000",NA,NA,"DEN Broncos - LV Raiders"
"29","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 27:30 LV Raiders",NA,"+7000",NA,NA,"DEN Broncos - LV Raiders"
"30","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 20:26 LV Raiders",NA,"+7000",NA,NA,"DEN Broncos - LV Raiders"
"31","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 17:10 LV Raiders",NA,"+7000",NA,NA,"DEN Broncos - LV Raiders"
"32","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 10:24 LV Raiders",NA,"+7000",NA,NA,"DEN Broncos - LV Raiders"
"33","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 30:17 LV Raiders",NA,"+7000",NA,NA,"DEN Broncos - LV Raiders"
"34","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 30:20 LV Raiders",NA,"+7000",NA,NA,"DEN Broncos - LV Raiders"
"35","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 20:24 LV Raiders",NA,"+7000",NA,NA,"DEN Broncos - LV Raiders"
"36","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 23:17 LV Raiders",NA,"+7000",NA,NA,"DEN Broncos - LV Raiders"
"37","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 17:23 LV Raiders",NA,"+7000",NA,NA,"DEN Broncos - LV Raiders"
"38","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 26:20 LV Raiders",NA,"+7000",NA,NA,"DEN Broncos - LV Raiders"
"39","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 27:21 LV Raiders",NA,"+7500",NA,NA,"DEN Broncos - LV Raiders"
"40","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 27:19 LV Raiders",NA,"+7500",NA,NA,"DEN Broncos - LV Raiders"
"41","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 10:16 LV Raiders",NA,"+7500",NA,NA,"DEN Broncos - LV Raiders"
"42","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 20:19 LV Raiders",NA,"+7500",NA,NA,"DEN Broncos - LV Raiders"
"43","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 13:23 LV Raiders",NA,"+7500",NA,NA,"DEN Broncos - LV Raiders"
"44","DEN Broncos","LV Raiders","Correct Score","DEN Broncos 16:17 LV Raiders",NA,"+7500",NA,NA,"DEN Broncos - LV Raiders"
