"","Home","Away","Bet","Outcome","Line","Odds","NA","NA","Matchup"
"1","CAR Panthers","DEN Broncos","Sam Darnold Interceptions","Over","0.5","-200",NA,NA,"CAR Panthers - DEN Broncos"
"2","CAR Panthers","DEN Broncos","Sam Darnold Interceptions","Under","0.5","+145",NA,NA,"CAR Panthers - DEN Broncos"
"3","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Latavius Murray",NA,"+600","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"4","CAR Panthers","DEN Broncos","Last Touchdown Scorer","D'Onta Foreman",NA,"+700","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"5","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Courtland Sutton",NA,"+850","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"6","CAR Panthers","DEN Broncos","Last Touchdown Scorer","D.J. Moore",NA,"+850","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"7","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Marlon Mack",NA,"+900","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"8","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Jerry Jeudy",NA,"+1100","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"9","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Kendall Hinton",NA,"+1100","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"10","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Terrace Marshall",NA,"+1100","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"11","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Greg Dulcich",NA,"+1200","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"12","CAR Panthers","DEN Broncos","Last Touchdown Scorer","KJ Hamler",NA,"+1400","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"13","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Rashard Higgins",NA,"+1400","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"14","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Shi Smith",NA,"+1600","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"15","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Jalen Virgil",NA,"+1900","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"16","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Sam Darnold",NA,"+1900","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"17","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Laviska Shenault Jr.",NA,"+1900","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"18","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Chuba Hubbard",NA,"+1900","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"19","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Ian Thomas",NA,"+2000","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"20","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Russell Wilson",NA,"+2500","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"21","CAR Panthers","DEN Broncos","Last Touchdown Scorer","DEN Broncos D/ST",NA,"+2800","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"22","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Raheem Blackshear",NA,"+2800","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"23","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Montrell Washington",NA,"+3000","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"24","CAR Panthers","DEN Broncos","Last Touchdown Scorer","CAR Panthers D/ST",NA,"+3000","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"25","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Tommy Tremble",NA,"+3500","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"26","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Eric Saubert",NA,"+3500","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"27","CAR Panthers","DEN Broncos","Last Touchdown Scorer","No Touchdown Scorer",NA,"+3500","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"28","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Albert Okwuegbunam",NA,"+4000","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"29","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Eric Tomlinson",NA,"+4500","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"30","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Andrew Beck",NA,"+4500","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"31","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Giovanni Ricci",NA,"+5000","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"32","CAR Panthers","DEN Broncos","Last Touchdown Scorer","Stephen Sullivan",NA,"+5000","Last Scorer",NA,"CAR Panthers - DEN Broncos"
"33","CAR Panthers","DEN Broncos","1st Field Goal - on or after 14:00 Elapsed","Yes",NA,"-110",NA,NA,"CAR Panthers - DEN Broncos"
"34","CAR Panthers","DEN Broncos","1st Field Goal - on or after 14:00 Elapsed","No",NA,"-120",NA,NA,"CAR Panthers - DEN Broncos"
"35","CAR Panthers","DEN Broncos","Russell Wilson Rushing Yards","Over","12.5","-120",NA,NA,"CAR Panthers - DEN Broncos"
"36","CAR Panthers","DEN Broncos","Russell Wilson Rushing Yards","Under","12.5","-110",NA,NA,"CAR Panthers - DEN Broncos"
"37","CAR Panthers","DEN Broncos","Latavius Murray Rushing Yards","Over","63.5","-115",NA,NA,"CAR Panthers - DEN Broncos"
"38","CAR Panthers","DEN Broncos","Latavius Murray Rushing Yards","Under","63.5","-115",NA,NA,"CAR Panthers - DEN Broncos"
"39","CAR Panthers","DEN Broncos","To Score in Both Halves","Latavius Murray",NA,"+1400","Anytime Scorer",NA,"CAR Panthers - DEN Broncos"
"40","CAR Panthers","DEN Broncos","To Score in Both Halves","D'Onta Foreman",NA,"+1700","Anytime Scorer",NA,"CAR Panthers - DEN Broncos"
