"","Home","Away","Bet","Outcome","Line","Odds","NA","NA","Matchup"
"1","LA Rams","ATL Falcons","Matthew Stafford Rushing Touchdowns","Over","0.5","+850",NA,NA,"LA Rams - ATL Falcons"
"2","LA Rams","ATL Falcons","Matthew Stafford Rushing Touchdowns","Under","0.5","-3000",NA,NA,"LA Rams - ATL Falcons"
"3","LA Rams","ATL Falcons","Cam Akers: Next Catch (after 0th Play of LA Rams Drive 0)","Over 9.5 Yards",NA,"+160",NA,NA,"LA Rams - ATL Falcons"
"4","LA Rams","ATL Falcons","Cam Akers: Next Catch (after 0th Play of LA Rams Drive 0)","Under 9.5 Yards",NA,"-285",NA,NA,"LA Rams - ATL Falcons"
"5","LA Rams","ATL Falcons","Parker Hesse Receiving Touchdowns","Over","0.5","+1100",NA,NA,"LA Rams - ATL Falcons"
"6","LA Rams","ATL Falcons","Parker Hesse Receiving Touchdowns","Under","0.5","-6000",NA,NA,"LA Rams - ATL Falcons"
"7","LA Rams","ATL Falcons","Cordarrelle Patterson Receiving Touchdowns","Over","0.5","+600",NA,NA,"LA Rams - ATL Falcons"
"8","LA Rams","ATL Falcons","Cordarrelle Patterson Receiving Touchdowns","Under","0.5","-1200",NA,NA,"LA Rams - ATL Falcons"
"9","LA Rams","ATL Falcons","Cordarrelle Patterson Receptions","Over","2.5","+125",NA,NA,"LA Rams - ATL Falcons"
"10","LA Rams","ATL Falcons","Cordarrelle Patterson Receptions","Under","2.5","-165",NA,NA,"LA Rams - ATL Falcons"
"11","LA Rams","ATL Falcons","Matt Stafford: 300+ Pass Yards and Rams Win","Yes",NA,"+225",NA,NA,"LA Rams - ATL Falcons"
"12","LA Rams","ATL Falcons","Moneyline 2nd Half","ATL Falcons",NA,"+260",NA,TRUE,"LA Rams - ATL Falcons"
"13","LA Rams","ATL Falcons","Moneyline 2nd Half","LA Rams",NA,"-335",NA,TRUE,"LA Rams - ATL Falcons"
"14","LA Rams","ATL Falcons","Cam Akers Receiving Touchdowns","Over","0.5","+1100",NA,NA,"LA Rams - ATL Falcons"
"15","LA Rams","ATL Falcons","Cam Akers Receiving Touchdowns","Under","0.5","-6000",NA,NA,"LA Rams - ATL Falcons"
"16","LA Rams","ATL Falcons","Total 2nd Quarter","Over","13","-110",NA,TRUE,"LA Rams - ATL Falcons"
"17","LA Rams","ATL Falcons","Total 2nd Quarter","Under","13","-120",NA,TRUE,"LA Rams - ATL Falcons"
"18","LA Rams","ATL Falcons","Marcus Mariota Passing Completions","Over","19.5","-125",NA,NA,"LA Rams - ATL Falcons"
"19","LA Rams","ATL Falcons","Marcus Mariota Passing Completions","Under","19.5","-110",NA,NA,"LA Rams - ATL Falcons"
"20","LA Rams","ATL Falcons","Anytime Touchdown Scorer","Cooper Kupp",NA,"+105",NA,NA,"LA Rams - ATL Falcons"
"21","LA Rams","ATL Falcons","Anytime Touchdown Scorer","Darrell Henderson Jr.",NA,"+135",NA,NA,"LA Rams - ATL Falcons"
"22","LA Rams","ATL Falcons","Anytime Touchdown Scorer","Cordarrelle Patterson",NA,"+180",NA,NA,"LA Rams - ATL Falcons"
"23","LA Rams","ATL Falcons","Anytime Touchdown Scorer","Tyler Higbee",NA,"+235",NA,NA,"LA Rams - ATL Falcons"
"24","LA Rams","ATL Falcons","Anytime Touchdown Scorer","Drake London",NA,"+280",NA,NA,"LA Rams - ATL Falcons"
"25","LA Rams","ATL Falcons","Anytime Touchdown Scorer","Kyle Pitts",NA,"+295",NA,NA,"LA Rams - ATL Falcons"
"26","LA Rams","ATL Falcons","Anytime Touchdown Scorer","Marcus Mariota",NA,"+310",NA,NA,"LA Rams - ATL Falcons"
"27","LA Rams","ATL Falcons","Anytime Touchdown Scorer","Ben Skowronek",NA,"+330",NA,NA,"LA Rams - ATL Falcons"
"28","LA Rams","ATL Falcons","Anytime Touchdown Scorer","Tyler Allgeier",NA,"+350",NA,NA,"LA Rams - ATL Falcons"
"29","LA Rams","ATL Falcons","Anytime Touchdown Scorer","Olamide Zaccheaus",NA,"+400",NA,NA,"LA Rams - ATL Falcons"
"30","LA Rams","ATL Falcons","Anytime Touchdown Scorer","KhaDarel Hodge",NA,"+600",NA,NA,"LA Rams - ATL Falcons"
"31","LA Rams","ATL Falcons","Anytime Touchdown Scorer","Bryan Edwards",NA,"+600",NA,NA,"LA Rams - ATL Falcons"
"32","LA Rams","ATL Falcons","Anytime Touchdown Scorer","Tutu Atwell",NA,"+700",NA,NA,"LA Rams - ATL Falcons"
"33","LA Rams","ATL Falcons","Anytime Touchdown Scorer","Parker Hesse",NA,"+800",NA,NA,"LA Rams - ATL Falcons"
"34","LA Rams","ATL Falcons","Anytime Touchdown Scorer","Brandon Powell",NA,"+900",NA,NA,"LA Rams - ATL Falcons"
"35","LA Rams","ATL Falcons","Anytime Touchdown Scorer","Keith Smith",NA,"+1100",NA,NA,"LA Rams - ATL Falcons"
"36","LA Rams","ATL Falcons","Anytime Touchdown Scorer","Anthony Firkser",NA,"+1300",NA,NA,"LA Rams - ATL Falcons"
"37","LA Rams","ATL Falcons","ATL Falcons: Team Total Points","Over","10.5","-110",NA,NA,"LA Rams - ATL Falcons"
"38","LA Rams","ATL Falcons","ATL Falcons: Team Total Points","Under","10.5","-120",NA,NA,"LA Rams - ATL Falcons"
"39","LA Rams","ATL Falcons","Darrell Henderson Jr. Receiving Yards","Over","12.5","-115",NA,NA,"LA Rams - ATL Falcons"
"40","LA Rams","ATL Falcons","Darrell Henderson Jr. Receiving Yards","Under","12.5","-115",NA,NA,"LA Rams - ATL Falcons"
"41","LA Rams","ATL Falcons","Tyler Higbee: Next Catch (after 8th Play of LA Rams Drive 1)","Over 9.5 Yards",NA,"+105",NA,NA,"LA Rams - ATL Falcons"
"42","LA Rams","ATL Falcons","Tyler Higbee: Next Catch (after 8th Play of LA Rams Drive 1)","Under 9.5 Yards",NA,"-175",NA,NA,"LA Rams - ATL Falcons"
"43","LA Rams","ATL Falcons","Cordarrelle Patterson Rushing Attempts","Over","12.5","+100",NA,NA,"LA Rams - ATL Falcons"
"44","LA Rams","ATL Falcons","Cordarrelle Patterson Rushing Attempts","Under","12.5","-130",NA,NA,"LA Rams - ATL Falcons"
"45","LA Rams","ATL Falcons","2nd LA Rams Drive Result Grouped","Offensive Score",NA,"-260",NA,NA,"LA Rams - ATL Falcons"
"46","LA Rams","ATL Falcons","2nd LA Rams Drive Result Grouped","No Offensive Score",NA,"+190",NA,NA,"LA Rams - ATL Falcons"
"47","LA Rams","ATL Falcons","Bryan Edwards: Next Catch (after 11th Play of ATL Falcons Drive 1)","Over 9.5 Yards",NA,"-220",NA,NA,"LA Rams - ATL Falcons"
"48","LA Rams","ATL Falcons","Bryan Edwards: Next Catch (after 11th Play of ATL Falcons Drive 1)","Under 9.5 Yards",NA,"+130",NA,NA,"LA Rams - ATL Falcons"
"49","LA Rams","ATL Falcons","Winning Margin","To Win By 1-6",NA,"+1500",NA,NA,"LA Rams - ATL Falcons"
"50","LA Rams","ATL Falcons","Winning Margin","To Win By 7-12",NA,"+4000",NA,NA,"LA Rams - ATL Falcons"
"51","LA Rams","ATL Falcons","Winning Margin","To Win By 13-18",NA,"+7500",NA,NA,"LA Rams - ATL Falcons"
"52","LA Rams","ATL Falcons","Winning Margin","To Win By 19-24",NA,"+10000",NA,NA,"LA Rams - ATL Falcons"
"53","LA Rams","ATL Falcons","Winning Margin","To Win By 25-30",NA,"+10000",NA,NA,"LA Rams - ATL Falcons"
"54","LA Rams","ATL Falcons","Winning Margin","To Win By 1-6",NA,"+650",NA,NA,"LA Rams - ATL Falcons"
"55","LA Rams","ATL Falcons","Winning Margin","To Win By 7-12",NA,"+425",NA,NA,"LA Rams - ATL Falcons"
"56","LA Rams","ATL Falcons","Winning Margin","To Win By 13-18",NA,"+300",NA,NA,"LA Rams - ATL Falcons"
"57","LA Rams","ATL Falcons","Winning Margin","To Win By 19-24",NA,"+310",NA,NA,"LA Rams - ATL Falcons"
"58","LA Rams","ATL Falcons","Winning Margin","To Win By 25-30",NA,"+425",NA,NA,"LA Rams - ATL Falcons"
"59","LA Rams","ATL Falcons","Winning Margin","To Win By 31-36",NA,"+700",NA,NA,"LA Rams - ATL Falcons"
"60","LA Rams","ATL Falcons","Winning Margin","To Win By 37-42",NA,"+1600",NA,NA,"LA Rams - ATL Falcons"
"61","LA Rams","ATL Falcons","Winning Margin","To Win By 43+",NA,"+3000",NA,NA,"LA Rams - ATL Falcons"
