"","Home","Away","Bet","Outcome","Line","Odds","NA","NA","Matchup"
"1","NY Jets","BAL Ravens","Total 3rd Quarter","Over","9.5","-130",NA,TRUE,"NY Jets - BAL Ravens"
"2","NY Jets","BAL Ravens","Total 3rd Quarter","Under","9.5","-110",NA,TRUE,"NY Jets - BAL Ravens"
"3","NY Jets","BAL Ravens","Total 4th Quarter","Over","12.5","-120",NA,TRUE,"NY Jets - BAL Ravens"
"4","NY Jets","BAL Ravens","Total 4th Quarter","Under","12.5","-120",NA,TRUE,"NY Jets - BAL Ravens"
"5","NY Jets","BAL Ravens","Both Teams to Score 25+ Points","Yes",NA,"+475",NA,NA,"NY Jets - BAL Ravens"
"6","NY Jets","BAL Ravens","Both Teams to Score 25+ Points","No",NA,"-900",NA,NA,"NY Jets - BAL Ravens"
"7","NY Jets","BAL Ravens","Both Teams to Score 20+ Points","Yes",NA,"+140",NA,NA,"NY Jets - BAL Ravens"
"8","NY Jets","BAL Ravens","Both Teams to Score 20+ Points","No",NA,"-190",NA,NA,"NY Jets - BAL Ravens"
"9","NY Jets","BAL Ravens","Both Teams to Score 15+ Points","Yes",NA,"-185",NA,NA,"NY Jets - BAL Ravens"
"10","NY Jets","BAL Ravens","Both Teams to Score 15+ Points","No",NA,"+140",NA,NA,"NY Jets - BAL Ravens"
"11","NY Jets","BAL Ravens","Moneyline 1st Quarter","BAL Ravens",NA,"-190",NA,TRUE,"NY Jets - BAL Ravens"
"12","NY Jets","BAL Ravens","Moneyline 1st Quarter","NY Jets",NA,"+160",NA,TRUE,"NY Jets - BAL Ravens"
"13","NY Jets","BAL Ravens","BAL Ravens: Team Total Touchdowns","Over","2.5","-175",NA,NA,"NY Jets - BAL Ravens"
"14","NY Jets","BAL Ravens","BAL Ravens: Team Total Touchdowns","Under","2.5","+135",NA,NA,"NY Jets - BAL Ravens"
"15","NY Jets","BAL Ravens","Spread 4th Quarter","BAL Ravens","-2","-120",NA,TRUE,"NY Jets - BAL Ravens"
"16","NY Jets","BAL Ravens","Spread 4th Quarter","NY Jets","+2","-120",NA,TRUE,"NY Jets - BAL Ravens"
"17","NY Jets","BAL Ravens","Team Total Points Odd/Even","Even",NA,"-110",NA,NA,"NY Jets - BAL Ravens"
"18","NY Jets","BAL Ravens","Team Total Points Odd/Even","Even",NA,"-110",NA,NA,"NY Jets - BAL Ravens"
"19","NY Jets","BAL Ravens","Team Total Points Odd/Even","Odd",NA,"-110",NA,NA,"NY Jets - BAL Ravens"
"20","NY Jets","BAL Ravens","Team Total Points Odd/Even","Odd",NA,"-110",NA,NA,"NY Jets - BAL Ravens"
"21","NY Jets","BAL Ravens","Spread 1st Quarter","BAL Ravens","-1","-110",NA,TRUE,"NY Jets - BAL Ravens"
"22","NY Jets","BAL Ravens","Spread 1st Quarter","NY Jets","+1","-110",NA,TRUE,"NY Jets - BAL Ravens"
"23","NY Jets","BAL Ravens","1st to Score","BAL Ravens",NA,"-165",NA,NA,"NY Jets - BAL Ravens"
"24","NY Jets","BAL Ravens","1st to Score","NY Jets",NA,"+135",NA,NA,"NY Jets - BAL Ravens"
"25","NY Jets","BAL Ravens","NY Jets: Team Total Touchdowns","Over","1.5","-180",NA,NA,"NY Jets - BAL Ravens"
"26","NY Jets","BAL Ravens","NY Jets: Team Total Touchdowns","Under","1.5","+140",NA,NA,"NY Jets - BAL Ravens"
"27","NY Jets","BAL Ravens","Spread 1st Half","BAL Ravens","-4","-105",NA,TRUE,"NY Jets - BAL Ravens"
"28","NY Jets","BAL Ravens","Spread 1st Half","NY Jets","+4","-115",NA,TRUE,"NY Jets - BAL Ravens"
"29","NY Jets","BAL Ravens","Moneyline 1st Half","BAL Ravens",NA,"-240",NA,TRUE,"NY Jets - BAL Ravens"
"30","NY Jets","BAL Ravens","Moneyline 1st Half","NY Jets",NA,"+200",NA,TRUE,"NY Jets - BAL Ravens"
"31","NY Jets","BAL Ravens","Race to 15 Points","BAL Ravens",NA,"-250",NA,NA,"NY Jets - BAL Ravens"
"32","NY Jets","BAL Ravens","Race to 15 Points","Neither",NA,"+2500",NA,NA,"NY Jets - BAL Ravens"
"33","NY Jets","BAL Ravens","Race to 15 Points","NY Jets",NA,"+215",NA,NA,"NY Jets - BAL Ravens"
"34","NY Jets","BAL Ravens","Anytime Touchdown Scorer","Mark Andrews",NA,"+130",NA,NA,"NY Jets - BAL Ravens"
"35","NY Jets","BAL Ravens","Anytime Touchdown Scorer","Lamar Jackson (BAL)",NA,"+145",NA,NA,"NY Jets - BAL Ravens"
"36","NY Jets","BAL Ravens","Anytime Touchdown Scorer","Mike Davis",NA,"+160",NA,NA,"NY Jets - BAL Ravens"
"37","NY Jets","BAL Ravens","Anytime Touchdown Scorer","Rashod Bateman",NA,"+195",NA,NA,"NY Jets - BAL Ravens"
