"","Home","Away","Bet","Outcome","Line","Odds","NA","NA","Matchup"
"1","WAS Commanders","MIN Vikings","Spread 1st Quarter","MIN Vikings","-1","+120",NA,TRUE,"WAS Commanders - MIN Vikings"
"2","WAS Commanders","MIN Vikings","Spread 1st Quarter","WAS Commanders","+1","-140",NA,TRUE,"WAS Commanders - MIN Vikings"
"3","WAS Commanders","MIN Vikings","Total Touchdowns","Over","4.5","-140",NA,NA,"WAS Commanders - MIN Vikings"
"4","WAS Commanders","MIN Vikings","Total Touchdowns","Under","4.5","+110",NA,NA,"WAS Commanders - MIN Vikings"
"5","WAS Commanders","MIN Vikings","Spread Alternate - 1st Half","MIN Vikings","-5.5","+145",NA,NA,"WAS Commanders - MIN Vikings"
"6","WAS Commanders","MIN Vikings","Spread Alternate - 1st Half","WAS Commanders","+5.5","-190",NA,NA,"WAS Commanders - MIN Vikings"
"7","WAS Commanders","MIN Vikings","Spread Alternate - 1st Half","MIN Vikings","-5","+140",NA,NA,"WAS Commanders - MIN Vikings"
"8","WAS Commanders","MIN Vikings","Spread Alternate - 1st Half","WAS Commanders","+5","-185",NA,NA,"WAS Commanders - MIN Vikings"
"9","WAS Commanders","MIN Vikings","Spread Alternate - 1st Half","MIN Vikings","-4.5","+140",NA,NA,"WAS Commanders - MIN Vikings"
"10","WAS Commanders","MIN Vikings","Spread Alternate - 1st Half","WAS Commanders","+4.5","-180",NA,NA,"WAS Commanders - MIN Vikings"
"11","WAS Commanders","MIN Vikings","Spread Alternate - 1st Half","MIN Vikings","-4","+125",NA,NA,"WAS Commanders - MIN Vikings"
"12","WAS Commanders","MIN Vikings","Spread Alternate - 1st Half","WAS Commanders","+4","-165",NA,NA,"WAS Commanders - MIN Vikings"
"13","WAS Commanders","MIN Vikings","Spread Alternate - 1st Half","MIN Vikings","-3.5","+110",NA,NA,"WAS Commanders - MIN Vikings"
"14","WAS Commanders","MIN Vikings","Spread Alternate - 1st Half","WAS Commanders","+3.5","-145",NA,NA,"WAS Commanders - MIN Vikings"
"15","WAS Commanders","MIN Vikings","Spread Alternate - 1st Half","MIN Vikings","-3","+100",NA,NA,"WAS Commanders - MIN Vikings"
"16","WAS Commanders","MIN Vikings","Spread Alternate - 1st Half","WAS Commanders","+3","-130",NA,NA,"WAS Commanders - MIN Vikings"
"17","WAS Commanders","MIN Vikings","Spread Alternate - 1st Half","MIN Vikings","-2","-120",NA,NA,"WAS Commanders - MIN Vikings"
"18","WAS Commanders","MIN Vikings","Spread Alternate - 1st Half","WAS Commanders","+2","-110",NA,NA,"WAS Commanders - MIN Vikings"
